innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kochi Tuskers Kerala,death,37,3,30,7.4,4,10
1,Kochi Tuskers Kerala,middle,63,2,54,7.0,5,16
1,Kochi Tuskers Kerala,powerplay,61,0,36,10.17,9,13
2,Royal Challengers Bangalore,death,70,1,39,10.77,9,9
2,Royal Challengers Bangalore,middle,44,1,39,6.77,4,18
2,Royal Challengers Bangalore,powerplay,48,2,34,8.47,6,14
