innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kochi Tuskers Kerala,BB McCullum,45,32,4,2,140.62,c DP Nannes b V Kohli,1
1,Kochi Tuskers Kerala,VVS Laxman,36,29,2,2,124.14,c CA Pujara b TM Dilshan,2
1,Kochi Tuskers Kerala,DPMD Jayawardene,18,18,2,0,100.0,st AB de Villiers b DL Vettori,3
1,Kochi Tuskers Kerala,BJ Hodge,27,21,3,0,128.57,b Z Khan,4
1,Kochi Tuskers Kerala,RA Jadeja,23,16,2,1,143.75,not out,5
1,Kochi Tuskers Kerala,RV Gomez,0,1,0,0,0.0,c SS Tiwary b DP Nannes,6
1,Kochi Tuskers Kerala,PA Patel,1,4,0,0,25.0,not out,7
2,Royal Challengers Bangalore,MA Agarwal,33,24,2,2,137.5,c R Vinay Kumar b RA Jadeja,1
2,Royal Challengers Bangalore,TM Dilshan,1,4,0,0,25.0,c BB McCullum b S Sreesanth,2
2,Royal Challengers Bangalore,V Kohli,23,18,4,0,127.78,lbw b R Vinay Kumar,3
2,Royal Challengers Bangalore,AB de Villiers,54,40,1,5,135.0,not out,4
2,Royal Challengers Bangalore,SS Tiwary,26,24,2,0,108.33,c DPMD Jayawardene b RV Gomez,5
2,Royal Challengers Bangalore,AUK Pathan,12,4,3,0,300.0,not out,6
