match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
3,Sunrisers Hyderabad,RV Uthappa,24,22,2,1,109.09,c PA Patel b NLTC Perera
3,Sunrisers Hyderabad,MK Pandey,15,29,0,0,51.72,c CL White b A Mishra
3,Sunrisers Hyderabad,MN Samuels,5,9,1,0,55.56,c CL White b NLTC Perera
3,Sunrisers Hyderabad,Yuvraj Singh,2,5,0,0,40.0,st PA Patel b A Mishra
3,Sunrisers Hyderabad,LRPL Taylor,19,19,0,0,100.0,b A Ashish Reddy
3,Sunrisers Hyderabad,AM Nayar,19,14,2,0,135.71,c I Sharma b A Mishra
3,Sunrisers Hyderabad,AD Mathews,8,6,1,0,133.33,not out
3,Sunrisers Hyderabad,MR Marsh,7,3,0,1,233.33,run out (NLTC Perera)
3,Sunrisers Hyderabad,B Kumar,3,3,0,0,100.0,b DW Steyn
3,Sunrisers Hyderabad,R Sharma,0,1,0,0,0.0,b DW Steyn
3,Sunrisers Hyderabad,AB Dinda,0,2,0,0,0.0,c CL White b DW Steyn
6,Kings XI Punjab,RV Uthappa,19,23,2,0,82.61,b PP Chawla
6,Kings XI Punjab,MK Pandey,0,4,0,0,0.0,b P Kumar
6,Kings XI Punjab,TL Suman,6,14,1,0,42.86,c P Kumar b Azhar Mahmood
6,Kings XI Punjab,MN Samuels,3,9,0,0,33.33,"run out (Mandeep Singh, AC Gilchrist)"
6,Kings XI Punjab,LRPL Taylor,15,19,1,0,78.95,c Gurkeerat Singh b P Kumar
6,Kings XI Punjab,AD Mathews,4,4,1,0,100.0,c AC Gilchrist b P Awana
6,Kings XI Punjab,AM Nayar,25,26,3,0,96.15,not out
6,Kings XI Punjab,MR Marsh,15,8,1,1,187.5,b RJ Harris
6,Kings XI Punjab,B Kumar,8,12,1,0,66.67,b Azhar Mahmood
6,Kings XI Punjab,R Sharma,1,1,0,0,100.0,run out (PP Chawla)
13,Rajasthan Royals,RV Uthappa,32,16,3,2,200.0,c R Dravid b JP Faulkner
13,Rajasthan Royals,AJ Finch,64,53,6,3,120.75,b JP Faulkner
13,Rajasthan Royals,LRPL Taylor,17,20,0,1,85.0,c BJ Hodge b Harmeet Singh
13,Rajasthan Royals,Yuvraj Singh,28,23,2,2,121.74,not out
13,Rajasthan Royals,AD Mathews,1,1,0,0,100.0,not out
15,Mumbai Indians,AJ Finch,0,1,0,0,0.0,b MG Johnson
15,Mumbai Indians,RV Uthappa,7,9,1,0,77.78,b MG Johnson
15,Mumbai Indians,LRPL Taylor,4,5,1,0,80.0,"run out (AT Rayudu, PP Ojha)"
15,Mumbai Indians,Yuvraj Singh,24,16,1,2,150.0,c R Dhawan b KA Pollard
15,Mumbai Indians,TL Suman,23,15,5,0,153.33,c KA Pollard b Harbhajan Singh
15,Mumbai Indians,AD Mathews,19,18,0,1,105.56,c RG Sharma b PP Ojha
15,Mumbai Indians,MR Marsh,38,26,2,2,146.15,c R Dhawan b MG Johnson
15,Mumbai Indians,AM Nayar,6,7,0,0,85.71,c KA Pollard b SL Malinga
15,Mumbai Indians,B Kumar,6,11,0,0,54.55,not out
15,Mumbai Indians,R Sharma,10,12,1,0,83.33,not out
19,Chennai Super Kings,RV Uthappa,26,33,2,0,78.79,c RA Jadeja b CH Morris
19,Chennai Super Kings,AJ Finch,67,45,10,2,148.89,st MS Dhoni b RA Jadeja
19,Chennai Super Kings,LRPL Taylor,8,13,0,0,61.54,c RA Jadeja b CH Morris
19,Chennai Super Kings,SPD Smith,39,16,3,3,243.75,not out
19,Chennai Super Kings,MR Marsh,2,4,0,0,50.0,c JA Morkel b DJ Bravo
19,Chennai Super Kings,MK Pandey,9,8,1,0,112.5,b DJ Bravo
19,Chennai Super Kings,AM Nayar,0,1,0,0,0.0,not out
