match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
3,Sunrisers Hyderabad,AB Dinda,4.0,0,29,2,7.25,10
3,Sunrisers Hyderabad,AD Mathews,2.0,0,16,0,8.0,2
3,Sunrisers Hyderabad,B Kumar,4.0,0,17,1,4.25,11
3,Sunrisers Hyderabad,MN Samuels,4.0,0,34,1,8.5,8
3,Sunrisers Hyderabad,R Sharma,4.0,0,21,1,5.25,9
3,Sunrisers Hyderabad,Yuvraj Singh,2.0,0,8,1,4.0,6
6,Kings XI Punjab,AB Dinda,2.0,0,28,0,14.0,3
6,Kings XI Punjab,AD Mathews,2.0,0,12,1,6.0,4
6,Kings XI Punjab,B Kumar,2.0,0,16,0,8.0,7
6,Kings XI Punjab,MR Marsh,3.2,0,24,0,7.2,7
6,Kings XI Punjab,R Sharma,3.0,0,20,1,6.67,8
13,Rajasthan Royals,AB Dinda,3.0,0,21,0,7.0,7
13,Rajasthan Royals,AD Mathews,4.0,0,27,0,6.75,7
13,Rajasthan Royals,B Kumar,4.0,0,41,1,10.25,9
13,Rajasthan Royals,MR Marsh,1.0,0,10,0,10.0,1
13,Rajasthan Royals,R Sharma,4.0,0,16,2,4.0,10
13,Rajasthan Royals,Yuvraj Singh,4.0,0,27,2,6.75,7
15,Mumbai Indians,AB Dinda,4.0,0,63,0,15.75,4
15,Mumbai Indians,AD Mathews,4.0,0,29,0,7.25,6
15,Mumbai Indians,AJ Finch,2.0,0,11,1,5.5,5
15,Mumbai Indians,B Kumar,2.0,0,16,0,8.0,5
15,Mumbai Indians,MR Marsh,2.0,0,24,1,12.0,5
15,Mumbai Indians,R Sharma,4.0,0,27,0,6.75,11
15,Mumbai Indians,Yuvraj Singh,2.0,0,13,1,6.5,5
19,Chennai Super Kings,AB Dinda,4.0,0,34,2,8.5,7
19,Chennai Super Kings,AJ Finch,1.0,0,9,0,9.0,0
19,Chennai Super Kings,AM Nayar,3.0,0,21,1,7.0,6
19,Chennai Super Kings,B Kumar,4.0,1,12,2,3.0,15
19,Chennai Super Kings,MR Marsh,4.0,0,35,2,8.75,7
19,Chennai Super Kings,R Sharma,4.0,0,24,1,6.0,9
22,Sunrisers Hyderabad,AB Dinda,4.0,0,25,1,6.25,11
22,Sunrisers Hyderabad,AD Mathews,4.0,0,29,0,7.25,5
22,Sunrisers Hyderabad,B Kumar,4.0,0,18,3,4.5,16
22,Sunrisers Hyderabad,MR Marsh,4.0,0,26,1,6.5,6
22,Sunrisers Hyderabad,R Sharma,4.0,0,21,2,5.25,12
29,Kings XI Punjab,AB Dinda,4.0,0,37,0,9.25,5
29,Kings XI Punjab,B Kumar,4.0,0,31,1,7.75,8
29,Kings XI Punjab,BAW Mendis,4.0,0,38,1,9.5,7
29,Kings XI Punjab,LJ Wright,2.5,0,35,0,12.35,2
29,Kings XI Punjab,R Sharma,3.0,0,28,0,9.33,2
29,Kings XI Punjab,Yuvraj Singh,2.0,0,15,1,7.5,4
31,Royal Challengers Bangalore,AB Dinda,4.0,0,48,2,12.0,9
31,Royal Challengers Bangalore,AG Murtaza,2.0,0,45,0,22.5,1
31,Royal Challengers Bangalore,AJ Finch,1.0,0,29,0,29.0,0
31,Royal Challengers Bangalore,B Kumar,4.0,0,23,0,5.75,15
31,Royal Challengers Bangalore,IC Pandey,2.0,0,33,0,16.5,2
31,Royal Challengers Bangalore,LJ Wright,4.0,0,26,1,6.5,7
31,Royal Challengers Bangalore,MR Marsh,3.0,0,56,1,18.67,3
39,Delhi Daredevils,AB Dinda,4.0,0,31,3,7.75,14
39,Delhi Daredevils,AM Nayar,2.0,0,15,1,7.5,4
39,Delhi Daredevils,B Kumar,4.0,0,30,0,7.5,13
39,Delhi Daredevils,KW Richardson,4.0,0,38,0,9.5,10
39,Delhi Daredevils,LJ Wright,1.0,0,16,0,16.0,0
39,Delhi Daredevils,R Sharma,3.0,0,23,1,7.67,7
39,Delhi Daredevils,Yuvraj Singh,2.0,0,9,0,4.5,3
42,Chennai Super Kings,AB Dinda,4.0,0,41,0,10.25,5
42,Chennai Super Kings,AM Nayar,3.0,0,23,0,7.67,3
42,Chennai Super Kings,B Kumar,4.0,1,24,0,6.0,9
42,Chennai Super Kings,KW Richardson,4.0,0,35,1,8.75,6
42,Chennai Super Kings,LJ Wright,1.0,0,12,1,12.0,2
42,Chennai Super Kings,R Sharma,4.0,0,27,1,6.75,8
46,Royal Challengers Bangalore,AB Dinda,4.0,0,52,2,13.0,7
46,Royal Challengers Bangalore,AD Mathews,2.0,0,23,0,11.5,3
46,Royal Challengers Bangalore,B Kumar,3.0,0,20,0,6.67,10
46,Royal Challengers Bangalore,BAW Mendis,4.0,0,25,0,6.25,10
46,Royal Challengers Bangalore,R Sharma,4.0,0,36,0,9.0,3
46,Royal Challengers Bangalore,TL Suman,2.0,0,15,1,7.5,3
46,Royal Challengers Bangalore,Yuvraj Singh,1.0,0,15,0,15.0,0
50,Rajasthan Royals,AD Mathews,3.0,0,34,1,11.33,2
