match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2021-04-10,Chennai Super Kings,"Wankhede Stadium, Mumbai",4.0,0,23,2,5.75,11,1,0
7,2021-04-15,Rajasthan Royals,"Wankhede Stadium, Mumbai",4.0,0,32,3,8.0,10,0,0
11,2021-04-18,Punjab Kings,"Wankhede Stadium, Mumbai",4.0,0,33,1,8.25,8,0,0
13,2021-04-20,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,0,15,2,7.5,4,0,0
20,2021-04-25,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,34,3,8.5,9,3,0
22,2021-04-27,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",4.0,0,24,1,6.0,11,1,0
25,2021-04-29,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",4.0,0,31,1,7.75,7,0,0
29,2021-05-02,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",4.0,0,39,1,9.75,7,2,0
33,2021-09-22,Sunrisers Hyderabad,Dubai International Cricket Stadium,4.0,0,27,0,6.75,12,2,1
36,2021-09-25,Rajasthan Royals,"Zayed Cricket Stadium, Abu Dhabi",4.0,0,29,1,7.25,6,1,0
41,2021-09-28,Kolkata Knight Riders,Sharjah Cricket Stadium,3.0,0,13,3,4.33,8,0,0
46,2021-10-02,Mumbai Indians,Sharjah Cricket Stadium,4.0,0,15,3,3.75,16,1,0
50,2021-10-04,Chennai Super Kings,Dubai International Cricket Stadium,4.0,0,35,1,8.75,11,2,0
56,2021-10-08,Royal Challengers Bangalore,Dubai International Cricket Stadium,4.0,0,31,0,7.75,10,2,0
57,2021-10-10,Chennai Super Kings,Dubai International Cricket Stadium,4.0,0,47,1,11.75,7,1,0
59,2021-10-13,Kolkata Knight Riders,Sharjah Cricket Stadium,4.0,0,22,1,5.5,9,0,0
