match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2022-03-27,Mumbai Indians,"Brabourne Stadium, Mumbai",22,11,4,0,200.0,c RG Sharma b Basil Thampi,7
10,2022-04-02,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2,5,0,0,40.0,lbw b Rashid Khan,8
19,2022-04-10,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",29,11,1,3,263.64,not out,7
27,2022-04-16,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",17,9,0,2,188.89,c KD Karthik b JR Hazlewood,7
34,2022-04-22,Rajasthan Royals,"Wankhede Stadium, Mumbai",10,7,0,1,142.86,"run out (SV Samson, R Parag)",7
41,2022-04-28,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",8,14,0,0,57.14,not out,8
45,2022-05-01,Lucknow Super Giants,"Wankhede Stadium, Mumbai",1,2,0,0,50.0,c KH Pandya b Mohsin Khan,8
55,2022-05-08,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",24,19,2,1,126.32,c MS Dhoni b DJ Bravo,8
64,2022-05-16,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",3,4,0,0,75.0,c Harpreet Brar b Arshdeep Singh,8
69,2022-05-21,Mumbai Indians,"Wankhede Stadium, Mumbai",4,5,0,0,80.0,c TH David b Ramandeep Singh,8
