innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,TL Suman,28,4.3
1,Mumbai Indians,2,RG Sharma,59,7.5
1,Mumbai Indians,3,RE Levi,68,9.2
1,Mumbai Indians,4,KA Pollard,164,17.6
1,Mumbai Indians,5,KD Karthik,173,18.4
1,Mumbai Indians,6,JEC Franklin,177,19.4
2,Rajasthan Royals,1,R Dravid,7,2.3
2,Rajasthan Royals,2,SP Goswami,7,2.4
2,Rajasthan Royals,3,AM Rahane,89,12.1
2,Rajasthan Royals,4,OA Shah,134,15.1
2,Rajasthan Royals,5,J Botha,136,15.4
2,Rajasthan Royals,6,KK Cooper,153,17.5
2,Rajasthan Royals,7,AL Menaria,162,18.2
2,Rajasthan Royals,8,AA Chavan,162,18.3
2,Rajasthan Royals,9,A Singh,163,18.5
2,Rajasthan Royals,10,GB Hogg,170,20.4
