innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Chennai Super Kings,death,74,1,30,14.8,11,4
1,Chennai Super Kings,middle,81,3,54,9.0,8,13
1,Chennai Super Kings,powerplay,56,0,36,9.33,9,15
2,Delhi Daredevils,death,70,1,30,14.0,10,6
2,Delhi Daredevils,middle,69,2,54,7.67,6,13
2,Delhi Daredevils,powerplay,59,2,36,9.83,10,15
