innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bengaluru,1,V Kohli,47,29,F du Plessis,30,29,78,58
1,Royal Challengers Bengaluru,2,RM Patidar,11,10,F du Plessis,24,10,35,20
1,Royal Challengers Bengaluru,3,C Green,36,15,RM Patidar,30,13,71,28
1,Royal Challengers Bengaluru,4,KD Karthik,14,6,C Green,1,1,17,7
1,Royal Challengers Bengaluru,5,GJ Maxwell,16,5,C Green,1,1,17,6
1,Royal Challengers Bengaluru,6,MK Lomror,0,1,C Green,0,0,0,1
2,Chennai Super Kings,1,RD Gaikwad,0,1,R Ravindra,0,0,0,1
2,Chennai Super Kings,2,DJ Mitchell,4,6,R Ravindra,10,7,19,13
2,Chennai Super Kings,3,AM Rahane,33,22,R Ravindra,28,19,66,41
2,Chennai Super Kings,4,S Dube,6,13,R Ravindra,23,11,30,23
2,Chennai Super Kings,5,S Dube,1,2,RA Jadeja,2,2,4,4
2,Chennai Super Kings,6,MJ Santner,3,4,RA Jadeja,6,4,10,8
2,Chennai Super Kings,7,RA Jadeja,34,14,MS Dhoni,25,13,61,26
2,Chennai Super Kings,8,SN Thakur,1,2,RA Jadeja,0,2,1,4
