innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,G Gambhir,38,5.3
1,Kolkata Knight Riders,2,RV Uthappa,63,9.6
1,Kolkata Knight Riders,3,MK Pandey,82,12.4
1,Kolkata Knight Riders,4,PP Chawla,108,15.5
1,Kolkata Knight Riders,5,AD Russell,128,17.3
1,Kolkata Knight Riders,6,YK Pathan,153,19.6
1,Kolkata Knight Riders,7,J Botha,171,20.6
2,Delhi Daredevils,1,MK Tiwary,63,10.5
2,Delhi Daredevils,2,SS Iyer,71,11.6
2,Delhi Daredevils,3,KM Jadhav,96,14.2
2,Delhi Daredevils,4,Yuvraj Singh,96,14.5
2,Delhi Daredevils,5,JP Duminy,111,16.3
2,Delhi Daredevils,6,AD Mathews,143,19.6
