innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Delhi Daredevils,death,39,3,23,10.17,4,6
1,Delhi Daredevils,middle,51,1,23,13.3,8,6
1,Delhi Daredevils,powerplay,28,0,20,8.4,4,12
2,Kings XI Punjab,death,36,0,17,12.71,4,2
2,Kings XI Punjab,middle,41,2,17,14.47,6,3
2,Kings XI Punjab,powerplay,17,1,14,7.29,2,6
