match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
25,2019-04-11,Chennai Super Kings,Sawai Mansingh Stadium,3.0,0,24,0,8.0,6,0,0
36,2019-04-20,Mumbai Indians,Sawai Mansingh Stadium,2.0,0,17,0,8.5,2,0,0
40,2019-04-22,Delhi Capitals,Sawai Mansingh Stadium,3.0,0,25,1,8.33,4,0,0
43,2019-04-25,Kolkata Knight Riders,Eden Gardens,1.0,0,7,0,7.0,2,0,0
45,2019-04-27,Sunrisers Hyderabad,Sawai Mansingh Stadium,3.0,0,24,0,8.0,1,0,0
49,2019-04-30,Royal Challengers Bangalore,M.Chinnaswamy Stadium,1.0,0,10,1,10.0,1,0,0
53,2019-05-04,Delhi Capitals,Arun Jaitley Stadium,1.0,0,14,0,14.0,2,0,0
