innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kolkata Knight Riders,death,69,0,30,13.8,10,6
1,Kolkata Knight Riders,middle,54,0,54,6.0,4,21
1,Kolkata Knight Riders,powerplay,38,4,36,6.33,5,23
2,Deccan Chargers,death,28,3,30,5.6,2,14
2,Deccan Chargers,middle,60,3,54,6.67,5,20
2,Deccan Chargers,powerplay,62,1,36,10.33,8,11
