innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,P Simran Singh,90,10.4
1,Punjab Kings,2,PBB Rajapaksa,92,11.1
1,Punjab Kings,3,JM Sharma,158,16.4
1,Punjab Kings,4,Sikandar Raza,159,17.1
1,Punjab Kings,5,M Shahrukh Khan,196,20.4
2,Rajasthan Royals,1,YBK Jaiswal,13,2.3
2,Rajasthan Royals,2,R Ashwin,26,4.2
2,Rajasthan Royals,3,JC Buttler,57,6.4
2,Rajasthan Royals,4,SV Samson,91,11.6
2,Rajasthan Royals,5,R Parag,121,15.1
2,Rajasthan Royals,6,D Padikkal,124,15.6
2,Rajasthan Royals,7,SO Hetmyer,186,20.3
