match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
16,2013-04-13,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,31,3,7.75,12,2,0
21,2013-04-16,Delhi Daredevils,M Chinnaswamy Stadium,4.0,0,28,0,7.0,11,0,1
27,2013-04-20,Rajasthan Royals,M Chinnaswamy Stadium,3.4,1,19,2,5.18,15,0,0
31,2013-04-23,Pune Warriors,M Chinnaswamy Stadium,4.0,0,21,2,5.25,14,1,0
37,2013-04-27,Mumbai Indians,Wankhede Stadium,4.0,0,35,1,8.75,10,0,0
40,2013-04-29,Rajasthan Royals,Sawai Mansingh Stadium,4.0,1,28,2,7.0,12,0,0
51,2013-05-06,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,27,1,6.75,10,0,0
57,2013-05-10,Delhi Daredevils,Feroz Shah Kotla,4.0,0,35,0,8.75,10,1,1
60,2013-05-12,Kolkata Knight Riders,JSCA International Stadium Complex,4.0,1,17,1,4.25,13,2,0
70,2013-05-18,Chennai Super Kings,M Chinnaswamy Stadium,2.0,0,20,1,10.0,2,1,0
