innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,V Sehwag,4,2.1
1,Delhi Daredevils,2,G Gambhir,39,4.5
1,Delhi Daredevils,3,DA Warner,41,5.1
1,Delhi Daredevils,4,PD Collingwood,55,8.3
1,Delhi Daredevils,5,DL Vettori,63,10.6
1,Delhi Daredevils,6,KD Karthik,76,14.2
1,Delhi Daredevils,7,R Bhatia,81,15.6
1,Delhi Daredevils,8,MF Maharoof,82,16.1
1,Delhi Daredevils,9,M Manhas,105,19.3
1,Delhi Daredevils,10,A Nehra,111,20.4
2,Kings XI Punjab,1,IK Pathan,41,7.4
2,Kings XI Punjab,2,DPMD Jayawardene,65,11.6
2,Kings XI Punjab,3,KC Sangakkara,110,18.5
