innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kings XI Punjab,IK Pathan,3.4,0,24,3,6.55,11,3,0
1,Kings XI Punjab,J Theron,2.0,0,11,1,5.5,2,0,0
1,Kings XI Punjab,L Ablish,2.0,0,19,1,9.5,3,2,0
1,Kings XI Punjab,PP Chawla,4.0,0,16,2,4.0,14,0,0
1,Kings XI Punjab,RR Powar,4.0,0,25,0,6.25,17,3,0
1,Kings XI Punjab,Yuvraj Singh,4.0,0,14,1,3.5,11,0,0
2,Delhi Daredevils,A Mishra,4.0,0,15,1,3.75,11,0,0
2,Delhi Daredevils,A Nehra,2.0,0,8,0,4.0,6,0,0
2,Delhi Daredevils,DL Vettori,3.4,0,27,0,7.36,8,1,0
2,Delhi Daredevils,MF Maharoof,2.0,0,16,0,8.0,3,0,0
2,Delhi Daredevils,PD Collingwood,4.0,0,19,2,4.75,11,0,0
2,Delhi Daredevils,R Bhatia,2.0,0,19,0,9.5,3,0,0
2,Delhi Daredevils,V Sehwag,1.0,0,3,0,3.0,3,0,0
