innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Sunrisers Hyderabad,death,40,4,30,8.0,5,12
1,Sunrisers Hyderabad,middle,79,3,54,8.78,9,15
1,Sunrisers Hyderabad,powerplay,75,2,36,12.5,13,12
2,Chennai Super Kings,death,43,3,30,8.6,3,7
2,Chennai Super Kings,middle,65,2,54,7.22,6,16
2,Chennai Super Kings,powerplay,76,3,36,12.67,11,13
