match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
6,2012-04-07,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,23,16,2,1,143.75,c SK Raina b SB Jakati,4
9,2012-04-09,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,30,22,1,2,136.36,not out,6
29,2012-04-22,Kolkata Knight Riders,Barabati Stadium,10,9,1,0,111.11,c DB Das b B Lee,4
35,2012-04-26,Pune Warriors,Subrata Roy Sahara Stadium,78,46,6,5,169.57,c AC Thomas b MN Samuels,3
40,2012-04-29,Mumbai Indians,Wankhede Stadium,0,1,0,0,0.0,c RP Singh b SL Malinga,4
42,2012-05-01,Pune Warriors,Barabati Stadium,74,45,4,4,164.44,c SPD Smith b WD Parnell,3
46,2012-05-04,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",77,53,9,2,145.28,"run out (RA Jadeja, MS Dhoni)",3
50,2012-05-06,Royal Challengers Bangalore,M Chinnaswamy Stadium,45,24,2,3,187.5,c & b P Parameswaran,3
53,2012-05-08,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",8,14,1,0,57.14,c SE Marsh b DJ Hussey,4
55,2012-05-10,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",65,40,7,2,162.5,c NV Ojha b VR Aaron,4
61,2012-05-13,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",67,41,8,1,163.41,not out,4
68,2012-05-18,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",1,4,0,0,25.0,c & b A Chandila,4
71,2012-05-20,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",1,5,0,0,20.0,c MA Agarwal b P Parameswaran,4
