match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
9,2009-04-23,Chennai Super Kings,Kingsmead,4.0,0,33,1,8.25,5,1,0
14,2009-04-26,Royal Challengers Bangalore,St George's Park,4.0,0,34,2,8.5,10,1,1
18,2009-04-28,Rajasthan Royals,SuperSport Park,4.0,0,23,1,5.75,15,1,0
21,2009-04-30,Deccan Chargers,SuperSport Park,4.0,0,30,2,7.5,5,0,1
26,2009-05-02,Chennai Super Kings,New Wanderers Stadium,4.0,0,27,3,6.75,11,2,0
31,2009-05-05,Kolkata Knight Riders,Kingsmead,4.0,0,23,1,5.75,11,2,0
35,2009-05-08,Mumbai Indians,Buffalo Park,4.0,0,27,2,6.75,12,3,1
39,2009-05-10,Kolkata Knight Riders,New Wanderers Stadium,4.0,0,29,2,7.25,11,2,0
43,2009-05-13,Deccan Chargers,Kingsmead,4.0,0,47,1,11.75,6,1,0
46,2009-05-15,Kings XI Punjab,OUTsurance Oval,4.0,1,6,1,1.5,19,0,0
50,2009-05-17,Rajasthan Royals,OUTsurance Oval,3.0,0,8,1,2.67,13,1,0
52,2009-05-19,Royal Challengers Bangalore,New Wanderers Stadium,4.0,0,21,1,5.25,13,0,1
57,2009-05-22,Deccan Chargers,SuperSport Park,4.0,0,38,1,9.5,8,1,1
