match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2009-04-19,Deccan Chargers,Newlands,1,3,0,0,33.33,c AC Gilchrist b RP Singh,1
6,2009-04-21,Kings XI Punjab,Kingsmead,21,16,1,2,131.25,c KC Sangakkara b VS Malik,1
10,2009-04-23,Rajasthan Royals,Newlands,3,9,0,0,33.33,c Kamran Khan b AD Mascarenhas,2
17,2009-04-27,Mumbai Indians,St George's Park,1,6,0,0,16.67,c JP Duminy b SL Malinga,1
19,2009-04-29,Royal Challengers Bangalore,Kingsmead,0,1,0,0,0.0,c V Kohli b KP Pietersen,1
23,2009-05-01,Mumbai Indians,Buffalo Park,5,7,0,0,71.43,c SL Malinga b AM Nayar,6
27,2009-05-03,Kings XI Punjab,St George's Park,19,31,1,0,61.29,c VS Malik b PP Chawla,1
31,2009-05-05,Delhi Daredevils,Kingsmead,35,29,1,3,120.69,c A Nehra b PJ Sangwan,2
39,2009-05-10,Delhi Daredevils,New Wanderers Stadium,6,3,0,1,200.0,lbw b A Nehra,1
41,2009-05-12,Royal Challengers Bangalore,SuperSport Park,84,64,10,2,131.25,not out,1
48,2009-05-16,Deccan Chargers,New Wanderers Stadium,20,18,1,1,111.11,c TL Suman b RJ Harris,1
51,2009-05-18,Chennai Super Kings,SuperSport Park,81,48,11,3,168.75,b SB Jakati,1
53,2009-05-20,Rajasthan Royals,Kingsmead,9,4,2,0,225.0,lbw b A Singh,1
