innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,15,1,Kolkata Knight Riders,A Badoni,SP Narine,A Totre,wicket,struck down,False
2,7,3,Kolkata Knight Riders,SS Iyer,S Joseph,A Totre,wicket,upheld,False
