innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Lucknow Super Giants,1,Q de Kock,10,8,KL Rahul,7,4,19,11
1,Lucknow Super Giants,2,DJ Hooda,8,10,KL Rahul,11,7,20,17
1,Lucknow Super Giants,3,A Badoni,18,18,KL Rahul,21,16,39,34
1,Lucknow Super Giants,4,MP Stoinis,10,5,A Badoni,7,3,17,8
1,Lucknow Super Giants,5,N Pooran,10,12,A Badoni,4,6,16,18
1,Lucknow Super Giants,6,KH Pandya,7,7,N Pooran,35,20,44,27
1,Lucknow Super Giants,7,Arshad Khan (2),5,4,KH Pandya,0,1,6,5
1,Lucknow Super Giants,8,Arshad Khan (2),5,4,KH Pandya,0,1,6,5
2,Kolkata Knight Riders,1,PD Salt,6,5,SP Narine,6,6,22,9
2,Kolkata Knight Riders,2,A Raghuvanshi,7,6,PD Salt,13,4,20,10
2,Kolkata Knight Riders,3,SS Iyer,38,38,PD Salt,70,38,120,75
