match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
12,2008-04-26,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,31,0,7.75,13,1,0
18,2008-05-01,Kolkata Knight Riders,Sawai Mansingh Stadium,4.0,0,30,2,7.5,7,2,0
24,2008-05-04,Chennai Super Kings,Sawai Mansingh Stadium,4.0,0,14,6,3.5,16,0,0
27,2008-05-07,Mumbai Indians,Dr DY Patil Sports Academy,3.1,0,13,0,4.11,13,4,0
30,2008-05-09,Deccan Chargers,Sawai Mansingh Stadium,4.0,0,39,0,9.75,10,1,0
39,2008-05-17,Royal Challengers Bangalore,Sawai Mansingh Stadium,4.0,0,10,3,2.5,18,3,0
44,2008-05-20,Kolkata Knight Riders,Eden Gardens,4.0,0,26,3,6.5,12,1,0
49,2008-05-24,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,33,3,8.25,11,1,1
53,2008-05-26,Mumbai Indians,Sawai Mansingh Stadium,4.0,0,14,4,3.5,14,1,0
57,2008-05-30,Delhi Daredevils,Wankhede Stadium,2.0,0,16,0,8.0,1,2,0
59,2008-06-01,Chennai Super Kings,Dr DY Patil Sports Academy,4.0,0,40,1,10.0,6,1,0
