innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Chennai Super Kings,death,49,2,30,9.8,5,5
1,Chennai Super Kings,middle,113,0,54,12.56,16,10
1,Chennai Super Kings,powerplay,40,0,36,6.67,4,15
2,Sunrisers Hyderabad,death,58,2,30,11.6,8,9
2,Sunrisers Hyderabad,middle,73,2,54,8.11,6,14
2,Sunrisers Hyderabad,powerplay,58,2,36,9.67,8,11
