match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2021-04-09,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",48,27,4,2,177.78,run out (),5
6,2021-04-14,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",1,5,0,0,20.0,c DA Warner b Rashid Khan,5
10,2021-04-18,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",76,34,9,3,223.53,not out,5
19,2021-04-25,Chennai Super Kings,"Wankhede Stadium, Mumbai",4,9,0,0,44.44,b RA Jadeja,5
22,2021-04-27,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",75,42,3,5,178.57,not out,5
26,2021-04-30,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",3,9,0,0,33.33,c KL Rahul b Harpreet Brar,5
31,2021-09-20,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",0,1,0,0,0.0,b AD Russell,5
35,2021-09-24,Chennai Super Kings,Sharjah Cricket Stadium,12,11,0,1,109.09,c SK Raina b SN Thakur,3
39,2021-09-26,Mumbai Indians,Dubai International Cricket Stadium,11,6,1,1,183.33,c Q de Kock b JJ Bumrah,5
43,2021-09-29,Rajasthan Royals,Dubai International Cricket Stadium,4,1,1,0,400.0,not out,5
48,2021-10-03,Punjab Kings,Sharjah Cricket Stadium,23,18,1,2,127.78,run out (SN Khan),5
52,2021-10-06,Sunrisers Hyderabad,"Zayed Cricket Stadium, Abu Dhabi",19,13,1,1,146.15,not out,6
56,2021-10-08,Delhi Capitals,Dubai International Cricket Stadium,26,26,2,1,100.0,c SS Iyer b AR Patel,4
58,2021-10-11,Kolkata Knight Riders,Sharjah Cricket Stadium,11,9,1,0,122.22,b SP Narine,5
