match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
8,2013-04-08,Rajasthan Royals,Sawai Mansingh Stadium,5,10,0,0,50.0,c AM Rahane b KK Cooper,10
