match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
9,2024-03-28,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,49,1,12.25,8,1,0
13,2024-03-31,Chennai Super Kings,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",3.0,0,21,3,7.0,8,1,0
26,2024-04-12,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,41,1,10.25,5,1,0
32,2024-04-17,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2.3,0,14,3,5.6,8,1,2
35,2024-04-20,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",4.0,0,57,1,14.25,4,0,0
40,2024-04-24,Gujarat Titans,"Arun Jaitley Stadium, Delhi",4.0,0,41,1,10.25,6,0,1
43,2024-04-27,Mumbai Indians,"Arun Jaitley Stadium, Delhi",4.0,0,59,3,14.75,5,0,0
56,2024-05-07,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",3.0,0,30,2,10.0,6,1,0
62,2024-05-12,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",3.0,0,23,1,7.67,8,0,0
64,2024-05-14,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",4.0,0,33,1,8.25,9,2,0
