match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2010-03-13,Rajasthan Royals,Brabourne Stadium,4.0,0,22,2,5.5,9,1,0
9,2010-03-17,Delhi Daredevils,Feroz Shah Kotla,2.0,0,22,1,11.0,3,1,0
14,2010-03-20,Royal Challengers Bangalore,Brabourne Stadium,4.0,0,25,0,6.25,10,0,0
17,2010-03-22,Kolkata Knight Riders,Brabourne Stadium,4.0,0,28,0,7.0,7,2,0
21,2010-03-25,Chennai Super Kings,"Brabourne Stadium, Mumbai",4.0,0,41,0,10.25,4,4,0
25,2010-03-28,Deccan Chargers,Dr DY Patil Sports Academy,3.4,1,12,3,3.27,13,1,0
27,2010-03-30,Kings XI Punjab,Brabourne Stadium,4.0,0,22,4,5.5,10,2,0
33,2010-04-03,Deccan Chargers,Brabourne Stadium,3.2,0,20,1,6.0,11,1,0
37,2010-04-06,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,36,0,9.0,7,2,0
41,2010-04-09,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,36,2,9.0,12,0,0
45,2010-04-11,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,23,0,5.75,10,0,0
57,2010-04-21,Royal Challengers Bangalore,Dr DY Patil Sports Academy,4.0,0,24,2,6.0,9,1,0
60,2010-04-25,Chennai Super Kings,Dr DY Patil Sports Academy,4.0,0,33,0,8.25,11,1,0
