match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2010-03-14,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",6,3,0,1,200.0,c AC Gilchrist b WPUJC Vaas,3
8,2010-03-16,Kolkata Knight Riders,Eden Gardens,18,20,2,0,90.0,b BJ Hodge,3
11,2010-03-19,Delhi Daredevils,Feroz Shah Kotla,49,34,3,3,144.12,not out,4
16,2010-03-21,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",15,11,0,1,136.36,run out (J Theron),3
18,2010-03-23,Royal Challengers Bangalore,M Chinnaswamy Stadium,9,7,0,1,128.57,c JH Kallis b R Vinay Kumar,4
21,2010-03-25,Mumbai Indians,"Brabourne Stadium, Mumbai",83,52,7,3,159.62,not out,3
24,2010-03-28,Rajasthan Royals,"Sardar Patel Stadium, Motera",14,12,1,0,116.67,b SK Warne,3
28,2010-03-31,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",40,34,3,1,117.65,not out,3
32,2010-04-03,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",13,7,2,0,185.71,c SW Tait b SK Warne,3
37,2010-04-06,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",23,18,2,1,127.78,c S Dhawan b DJ Bravo,3
42,2010-04-10,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",52,42,4,2,123.81,c RG Sharma b RJ Harris,3
48,2010-04-13,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",78,39,11,3,200.0,not out,3
50,2010-04-15,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",15,19,2,0,78.95,c UT Yadav b TM Dilshan,4
54,2010-04-18,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,46,27,5,3,170.37,c K Goel b J Theron,3
58,2010-04-22,Deccan Chargers,Dr DY Patil Sports Academy,2,4,0,0,50.0,c AC Gilchrist b A Symonds,3
60,2010-04-25,Mumbai Indians,Dr DY Patil Sports Academy,57,35,3,3,162.86,not out,3
