innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bengaluru,1,PD Salt,45,5.6
1,Royal Challengers Bengaluru,2,D Padikkal,76,8.5
1,Royal Challengers Bengaluru,3,V Kohli,117,13.2
1,Royal Challengers Bengaluru,4,LS Livingstone,145,16.3
1,Royal Challengers Bengaluru,5,JM Sharma,172,18.4
1,Royal Challengers Bengaluru,6,RM Patidar,176,19.1
1,Royal Challengers Bengaluru,7,KH Pandya,177,19.4
2,Chennai Super Kings,1,RA Tripathi,8,2.2
2,Chennai Super Kings,2,RD Gaikwad,8,2.6
2,Chennai Super Kings,3,DJ Hooda,26,5.4
2,Chennai Super Kings,4,SM Curran,52,9.5
2,Chennai Super Kings,5,R Ravindra,75,13.1
2,Chennai Super Kings,6,S Dube,80,13.5
2,Chennai Super Kings,7,R Ashwin,99,16.2
2,Chennai Super Kings,8,RA Jadeja,130,19.4
