innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Chennai Super Kings,KK Ahmed,4.0,0,28,1,7.0,12,0,0
1,Chennai Super Kings,M Pathirana,4.0,0,36,2,9.0,9,3,0
1,Chennai Super Kings,Noor Ahmad,4.0,0,36,3,9.0,7,1,0
1,Chennai Super Kings,R Ashwin,2.0,0,22,1,11.0,3,1,0
1,Chennai Super Kings,RA Jadeja,3.0,0,37,0,12.33,5,1,0
1,Chennai Super Kings,SM Curran,3.0,0,34,0,11.33,7,2,0
2,Royal Challengers Bengaluru,B Kumar,3.0,0,20,1,6.67,9,1,0
2,Royal Challengers Bengaluru,JR Hazlewood,4.0,0,21,3,5.25,15,0,0
2,Royal Challengers Bengaluru,KH Pandya,2.0,0,26,0,13.0,4,0,0
2,Royal Challengers Bengaluru,LS Livingstone,4.0,0,28,2,7.0,5,0,0
2,Royal Challengers Bengaluru,Suyash Sharma,4.0,0,32,0,8.0,9,1,0
2,Royal Challengers Bengaluru,Yash Dayal,3.0,0,18,2,6.0,6,0,0
