innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,3,1,Chennai Super Kings,V Kohli,KK Ahmed,HAS Khalid,wicket,struck down,False
2,5,4,Royal Challengers Bengaluru,DJ Hooda,B Kumar,HAS Khalid,wicket,upheld,False
