innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bengaluru,1,PD Salt,32,16,V Kohli,10,14,45,30
1,Royal Challengers Bengaluru,2,V Kohli,2,3,D Padikkal,27,14,31,17
1,Royal Challengers Bengaluru,3,RM Patidar,20,14,V Kohli,19,13,41,27
1,Royal Challengers Bengaluru,4,LS Livingstone,10,9,RM Patidar,17,10,28,19
1,Royal Challengers Bengaluru,5,JM Sharma,12,6,RM Patidar,14,7,27,13
1,Royal Challengers Bengaluru,6,TH David,4,2,RM Patidar,0,1,4,3
1,Royal Challengers Bengaluru,7,KH Pandya,0,3,TH David,0,0,1,3
1,Royal Challengers Bengaluru,8,B Kumar,0,2,TH David,18,6,19,8
2,Chennai Super Kings,1,R Ravindra,3,5,RA Tripathi,5,3,8,8
2,Chennai Super Kings,2,RD Gaikwad,0,4,R Ravindra,0,0,0,4
2,Chennai Super Kings,3,R Ravindra,13,7,DJ Hooda,4,9,18,16
2,Chennai Super Kings,4,SM Curran,8,13,R Ravindra,18,12,26,25
2,Chennai Super Kings,5,S Dube,15,13,R Ravindra,7,7,23,20
2,Chennai Super Kings,6,RA Jadeja,1,2,S Dube,4,2,5,4
2,Chennai Super Kings,7,R Ashwin,11,8,RA Jadeja,8,7,19,15
2,Chennai Super Kings,8,MS Dhoni,14,10,RA Jadeja,16,10,31,20
2,Chennai Super Kings,9,Noor Ahmad,0,2,MS Dhoni,16,6,16,8
