innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bengaluru,PD Salt,32,16,5,1,200.0,st MS Dhoni b Noor Ahmad,1
1,Royal Challengers Bengaluru,V Kohli,31,30,2,1,103.33,c R Ravindra b Noor Ahmad,2
1,Royal Challengers Bengaluru,D Padikkal,27,14,2,2,192.86,c RD Gaikwad b R Ashwin,3
1,Royal Challengers Bengaluru,RM Patidar,51,32,4,3,159.38,c SM Curran b M Pathirana,4
1,Royal Challengers Bengaluru,LS Livingstone,10,9,0,1,111.11,b Noor Ahmad,5
1,Royal Challengers Bengaluru,JM Sharma,12,6,1,1,200.0,c RA Jadeja b KK Ahmed,6
1,Royal Challengers Bengaluru,TH David,22,8,1,3,275.0,not out,7
1,Royal Challengers Bengaluru,KH Pandya,0,3,0,0,0.0,c DJ Hooda b M Pathirana,8
1,Royal Challengers Bengaluru,B Kumar,0,2,0,0,0.0,not out,9
2,Chennai Super Kings,R Ravindra,41,31,5,0,132.26,b Yash Dayal,1
2,Chennai Super Kings,RA Tripathi,5,3,1,0,166.67,c PD Salt b JR Hazlewood,2
2,Chennai Super Kings,RD Gaikwad,0,4,0,0,0.0,c MS Bhandage b JR Hazlewood,3
2,Chennai Super Kings,DJ Hooda,4,9,1,0,44.44,c JM Sharma b B Kumar,4
2,Chennai Super Kings,SM Curran,8,13,0,0,61.54,c KH Pandya b LS Livingstone,5
2,Chennai Super Kings,S Dube,19,15,2,1,126.67,b Yash Dayal,6
2,Chennai Super Kings,RA Jadeja,25,19,2,1,131.58,c PD Salt b JR Hazlewood,7
2,Chennai Super Kings,R Ashwin,11,8,1,0,137.5,c PD Salt b LS Livingstone,8
2,Chennai Super Kings,MS Dhoni,30,16,3,2,187.5,not out,9
2,Chennai Super Kings,Noor Ahmad,0,2,0,0,0.0,not out,10
