innings,over,ball,team,player_in,player_out,reason
1,18,1,Mumbai Indians,DV Malewar,AM Ghazanfar,impact_player
1,19,1,Chennai Super Kings,AJ Hosein,Kartik Sharma,impact_player
2,13,3,Mumbai Indians,SN Thakur,MJ Santner,concussion_substitute
