match_number,date,opponent,venue,result,margin
4,2026-03-31,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",won,by 3 wickets
7,2026-04-03,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",won,by 5 wickets
12,2026-04-06,Kolkata Knight Riders,"Eden Gardens, Kolkata",no result,
17,2026-04-11,Sunrisers Hyderabad,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",won,by 6 wickets
24,2026-04-16,Mumbai Indians,"Wankhede Stadium, Mumbai",won,by 7 wickets
29,2026-04-19,Lucknow Super Giants,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",won,by 54 runs
35,2026-04-25,Delhi Capitals,"Arun Jaitley Stadium, Delhi",won,by 6 wickets
40,2026-04-28,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",lost,by 6 wickets
46,2026-05-03,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",lost,by 4 wickets
