match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
4,Gujarat Titans,Arshdeep Singh,4.0,0,42,0,10.5,9
4,Gujarat Titans,M Jansen,4.0,0,20,1,5.0,8
4,Gujarat Titans,Vijaykumar Vyshak,4.0,0,34,3,8.5,7
4,Gujarat Titans,XC Bartlett,4.0,0,36,0,9.0,9
4,Gujarat Titans,YS Chahal,4.0,0,28,2,7.0,8
7,Chennai Super Kings,Arshdeep Singh,4.0,0,41,0,10.25,8
7,Chennai Super Kings,M Jansen,4.0,0,43,1,10.75,11
7,Chennai Super Kings,MP Stoinis,1.0,0,17,0,17.0,1
7,Chennai Super Kings,Vijaykumar Vyshak,4.0,0,38,2,9.5,8
7,Chennai Super Kings,XC Bartlett,4.0,0,48,1,12.0,7
7,Chennai Super Kings,YS Chahal,3.0,0,21,1,7.0,4
12,Kolkata Knight Riders,Arshdeep Singh,2.0,0,16,0,8.0,2
12,Kolkata Knight Riders,XC Bartlett,1.4,0,9,2,5.4,8
17,Sunrisers Hyderabad,Arshdeep Singh,4.0,0,50,2,12.5,10
17,Sunrisers Hyderabad,M Jansen,4.0,0,40,0,10.0,5
17,Sunrisers Hyderabad,Shashank Singh,3.0,0,20,2,6.67,7
17,Sunrisers Hyderabad,Vijaykumar Vyshak,2.0,0,33,0,16.5,3
17,Sunrisers Hyderabad,XC Bartlett,4.0,0,42,1,10.5,4
17,Sunrisers Hyderabad,YS Chahal,3.0,0,33,0,11.0,3
24,Mumbai Indians,Arshdeep Singh,4.0,0,22,3,5.5,13
24,Mumbai Indians,M Jansen,4.0,0,30,1,7.5,7
24,Mumbai Indians,Shashank Singh,2.0,0,19,1,9.5,3
24,Mumbai Indians,Vijaykumar Vyshak,3.0,0,36,0,12.0,5
24,Mumbai Indians,XC Bartlett,4.0,0,39,0,9.75,2
24,Mumbai Indians,YS Chahal,3.0,0,45,0,15.0,3
29,Lucknow Super Giants,Arshdeep Singh,4.0,0,41,1,10.25,8
29,Lucknow Super Giants,M Jansen,4.0,0,37,2,9.25,5
29,Lucknow Super Giants,Vijaykumar Vyshak,4.0,0,30,1,7.5,9
29,Lucknow Super Giants,XC Bartlett,4.0,0,54,0,13.5,6
29,Lucknow Super Giants,YS Chahal,4.0,0,36,1,9.0,4
35,Delhi Capitals,Arshdeep Singh,4.0,0,49,1,12.25,3
35,Delhi Capitals,M Jansen,4.0,0,45,0,11.25,7
35,Delhi Capitals,MP Stoinis,1.0,0,11,0,11.0,2
35,Delhi Capitals,Vijaykumar Vyshak,3.0,0,48,0,16.0,4
35,Delhi Capitals,XC Bartlett,4.0,0,69,1,17.25,1
35,Delhi Capitals,YS Chahal,4.0,0,42,0,10.5,3
40,Rajasthan Royals,Arshdeep Singh,4.0,0,68,1,17.0,6
40,Rajasthan Royals,Harpreet Brar,4.0,0,25,0,6.25,8
40,Rajasthan Royals,LH Ferguson,4.0,0,57,0,14.25,7
40,Rajasthan Royals,M Jansen,3.2,0,41,0,12.3,3
40,Rajasthan Royals,YS Chahal,4.0,0,36,3,9.0,7
