innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,MA Agarwal,16,17,TM Head,16,9,34,26
1,Sunrisers Hyderabad,2,Abhishek Sharma,20,9,TM Head,3,5,24,14
1,Sunrisers Hyderabad,3,AK Markram,7,9,Abhishek Sharma,9,11,16,20
1,Sunrisers Hyderabad,4,AK Markram,10,9,H Klaasen,24,13,34,22
1,Sunrisers Hyderabad,5,Shahbaz Ahmed,6,5,AK Markram,0,1,6,6
1,Sunrisers Hyderabad,6,Abdul Samad,28,13,Shahbaz Ahmed,16,15,45,28
1,Sunrisers Hyderabad,7,Washington Sundar,0,1,Abdul Samad,0,0,0,1
1,Sunrisers Hyderabad,8,PJ Cummins,2,2,Abdul Samad,1,1,3,3
1,Sunrisers Hyderabad,9,PJ Cummins,2,2,Abdul Samad,1,1,3,3
2,Gujarat Titans,1,WP Saha,25,13,Shubman Gill,11,12,36,25
2,Gujarat Titans,2,B Sai Sudharsan,13,14,Shubman Gill,25,16,38,30
2,Gujarat Titans,3,DA Miller,28,20,B Sai Sudharsan,32,22,64,42
2,Gujarat Titans,4,V Shankar,14,11,DA Miller,16,7,30,18
