innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Mumbai Indians,death,59,0,30,11.8,8,11
1,Mumbai Indians,middle,43,6,54,4.78,5,29
1,Mumbai Indians,powerplay,49,0,36,8.17,8,19
2,Royal Challengers Bangalore,death,66,2,39,10.15,7,8
2,Royal Challengers Bangalore,middle,57,1,39,8.77,8,12
2,Royal Challengers Bangalore,powerplay,29,0,33,5.27,2,17
