match_number,date,opponent,catches,stumpings,run_outs
4,2008-04-20,Deccan Chargers,1,0,0
22,2008-05-03,Kings XI Punjab,1,0,0
32,2008-05-11,Deccan Chargers,2,0,0
38,2008-05-16,Mumbai Indians,1,0,0
