match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2023-04-01,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,14,5,3.5,17,1,1
6,2023-04-03,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,49,3,12.25,6,0,0
15,2023-04-10,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",4.0,0,32,1,8.0,10,2,0
21,2023-04-15,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,35,2,8.75,9,2,0
