match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
10,2020-09-28,Mumbai Indians,Dubai International Cricket Stadium,4.0,0,45,2,11.25,7,3,0
15,2020-10-03,Rajasthan Royals,Sheikh Zayed Stadium,4.0,0,41,2,10.25,8,1,0
19,2020-10-05,Delhi Capitals,Dubai International Cricket Stadium,4.0,0,40,1,10.0,2,1,0
25,2020-10-10,Chennai Super Kings,Dubai International Cricket Stadium,4.0,0,30,1,7.5,5,0,0
28,2020-10-12,Kolkata Knight Riders,Sharjah Cricket Stadium,2.0,0,19,1,9.5,4,0,0
31,2020-10-15,Kings XI Punjab,Sharjah Cricket Stadium,2.0,0,14,0,7.0,3,1,0
33,2020-10-17,Rajasthan Royals,Dubai International Cricket Stadium,3.0,0,43,0,14.33,4,2,0
39,2020-10-21,Kolkata Knight Riders,Sheikh Zayed Stadium,1.0,0,6,0,6.0,3,0,0
52,2020-10-31,Sunrisers Hyderabad,Sharjah Cricket Stadium,3.0,0,20,1,6.67,8,0,0
55,2020-11-02,Delhi Capitals,Sheikh Zayed Stadium,2.0,0,24,0,12.0,1,0,0
