innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,HH Gibbs,101,12.2
1,Deccan Chargers,2,AC Gilchrist,109,13.3
1,Deccan Chargers,3,LPC Silva,109,14.2
1,Deccan Chargers,4,RG Sharma,123,15.6
1,Deccan Chargers,5,DB Ravi Teja,151,18.3
1,Deccan Chargers,6,Y Venugopal Rao,164,19.2
1,Deccan Chargers,7,SB Bangar,164,19.3
1,Deccan Chargers,8,WPUJC Vaas,164,20.2
1,Deccan Chargers,9,AS Yadav,165,20.4
1,Deccan Chargers,10,RP Singh,165,20.6
2,Royal Challengers Bangalore,1,W Jaffer,20,3.4
2,Royal Challengers Bangalore,2,JH Kallis,46,7.6
2,Royal Challengers Bangalore,3,Misbah-ul-Haq,79,12.1
2,Royal Challengers Bangalore,4,R Dravid,119,16.5
2,Royal Challengers Bangalore,5,V Kohli,141,18.2
