innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kings XI Punjab,B Lee,4.0,0,35,1,8.75,11,0,1
1,Kings XI Punjab,IK Pathan,4.0,0,47,2,11.75,6,0,0
1,Kings XI Punjab,JR Hopes,4.0,0,53,1,13.25,7,0,0
1,Kings XI Punjab,K Goel,2.0,0,25,0,12.5,2,0,0
1,Kings XI Punjab,PP Chawla,1.0,0,19,0,19.0,1,0,0
1,Kings XI Punjab,S Sreesanth,3.0,0,35,0,11.67,5,1,0
1,Kings XI Punjab,WA Mota,2.0,0,24,1,12.0,2,2,0
2,Chennai Super Kings,JDP Oram,4.0,0,37,0,9.25,6,0,0
2,Chennai Super Kings,Joginder Sharma,4.0,0,47,1,11.75,5,1,0
2,Chennai Super Kings,M Muralitharan,4.0,0,33,1,8.25,5,1,0
2,Chennai Super Kings,MS Gony,4.0,0,42,1,10.5,6,2,0
2,Chennai Super Kings,P Amarnath,4.0,0,42,1,10.5,1,0,0
