innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Chennai Super Kings,1,PA Patel,15,10,ML Hayden,9,7,26,16
1,Chennai Super Kings,2,MEK Hussey,14,12,ML Hayden,16,10,31,22
1,Chennai Super Kings,3,MS Dhoni,2,3,MEK Hussey,3,2,5,5
1,Chennai Super Kings,4,SK Raina,32,13,MEK Hussey,33,17,66,30
1,Chennai Super Kings,5,MEK Hussey,24,10,JDP Oram,13,10,39,20
1,Chennai Super Kings,6,S Badrinath,31,14,MEK Hussey,42,13,73,27
2,Kings XI Punjab,1,K Goel,24,19,JR Hopes,31,16,56,35
2,Kings XI Punjab,2,JR Hopes,40,17,KC Sangakkara,12,10,55,27
2,Kings XI Punjab,3,KC Sangakkara,15,11,Yuvraj Singh,23,13,42,24
2,Kings XI Punjab,4,KC Sangakkara,27,12,SM Katich,8,8,37,20
2,Kings XI Punjab,5,SM Katich,13,9,IK Pathan,3,5,17,14
