match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
20,2015-04-22,Chennai Super Kings,M Chinnaswamy Stadium,4.0,0,24,1,6.0,12,0,0
22,2015-04-24,Rajasthan Royals,"Sardar Patel Stadium, Motera",4.0,0,22,3,5.5,13,2,0
26,2015-04-26,Delhi Daredevils,Feroz Shah Kotla,4.0,0,20,3,5.0,14,1,0
33,2015-05-02,Kolkata Knight Riders,M Chinnaswamy Stadium,2.0,0,15,1,7.5,4,3,1
37,2015-05-04,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,1,24,3,6.0,13,1,0
40,2015-05-06,Kings XI Punjab,M Chinnaswamy Stadium,4.0,0,15,4,3.75,14,2,0
46,2015-05-10,Mumbai Indians,Wankhede Stadium,4.0,0,41,1,10.25,5,1,0
50,2015-05-13,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2.0,0,20,1,10.0,1,1,0
52,2015-05-15,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",3.0,0,26,1,8.67,3,0,0
55,2015-05-17,Delhi Daredevils,M Chinnaswamy Stadium,4.0,0,35,0,8.75,7,1,0
58,2015-05-20,Rajasthan Royals,Maharashtra Cricket Association Stadium,4.0,0,22,1,5.5,13,1,0
59,2015-05-22,Chennai Super Kings,JSCA International Stadium Complex,4.0,0,27,1,6.75,6,0,0
