match_number,date,opponent,venue,result,margin
1,2023-03-31,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",lost,by 5 wickets
6,2023-04-03,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",won,by 12 runs
12,2023-04-08,Mumbai Indians,"Wankhede Stadium, Mumbai",won,by 7 wickets
17,2023-04-12,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",lost,by 3 runs
24,2023-04-17,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",won,by 8 runs
29,2023-04-21,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",won,by 7 wickets
33,2023-04-23,Kolkata Knight Riders,"Eden Gardens, Kolkata",won,by 49 runs
37,2023-04-27,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",lost,by 32 runs
41,2023-04-30,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",lost,by 4 wickets
45,2023-05-03,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",no result,
49,2023-05-06,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",won,by 6 wickets
55,2023-05-10,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",won,by 27 runs
61,2023-05-14,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",lost,by 6 wickets
67,2023-05-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",won,by 77 runs
71,2023-05-23,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",won,by 15 runs
74,2023-05-29,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",won,by 5 wickets
