match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
14,2023-04-09,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,15,4,3.75,15,0,0
19,2023-04-14,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,27,2,6.75,10,0,0
25,2023-04-18,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,35,0,8.75,9,1,0
29,2023-04-21,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,23,2,5.75,8,0,0
34,2023-04-24,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,34,0,8.5,7,1,0
40,2023-04-29,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,20,2,5.0,7,0,0
47,2023-05-04,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,29,1,7.25,8,0,0
52,2023-05-07,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,51,0,12.75,7,0,0
58,2023-05-13,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3.0,0,39,1,13.0,2,0,0
62,2023-05-15,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",3.0,0,27,0,9.0,3,0,0
