innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,RG Sharma,57,7.1
1,Mumbai Indians,2,BCJ Cutting,62,8.5
1,Mumbai Indians,3,Q de Kock,74,10.5
1,Mumbai Indians,4,SA Yadav,104,16.1
1,Mumbai Indians,5,HH Pandya,158,20.3
2,Delhi Capitals,1,S Dhawan,49,7.3
2,Delhi Capitals,2,PP Shaw,59,9.3
2,Delhi Capitals,3,C Munro,61,10.4
2,Delhi Capitals,4,SS Iyer,63,11.2
2,Delhi Capitals,5,RR Pant,76,14.5
2,Delhi Capitals,6,CH Morris,107,17.6
2,Delhi Capitals,7,KMA Paul,107,18.1
2,Delhi Capitals,8,AR Patel,107,18.2
2,Delhi Capitals,9,K Rabada,125,20.4
