match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2010-03-12,Kolkata Knight Riders,Dr DY Patil Sports Academy,1.0,0,16,0,16.0,1,0,1
5,2010-03-14,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1.0,0,8,0,8.0,1,0,0
