match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2010-03-12,Kolkata Knight Riders,Dr DY Patil Sports Academy,7,9,1,0,77.78,not out,7
5,2010-03-14,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",10,5,2,0,200.0,not out,6
12,2010-03-19,Kings XI Punjab,Barabati Stadium,26,22,2,1,118.18,run out (KC Sangakkara),7
15,2010-03-21,Delhi Daredevils,Barabati Stadium,29,19,3,1,152.63,not out,6
22,2010-03-26,Rajasthan Royals,"Sardar Patel Stadium, Motera",9,15,0,0,60.0,b SW Tait,6
25,2010-03-28,Mumbai Indians,Dr DY Patil Sports Academy,15,17,0,1,88.24,c & b Harbhajan Singh,6
30,2010-04-01,Kolkata Knight Riders,Eden Gardens,15,11,0,1,136.36,not out,6
33,2010-04-03,Mumbai Indians,Brabourne Stadium,11,16,0,0,68.75,c AT Rayudu b Harbhajan Singh,7
40,2010-04-08,Royal Challengers Bangalore,M Chinnaswamy Stadium,78,57,6,3,136.84,not out,3
42,2010-04-10,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",55,44,4,2,125.0,c SK Raina b SB Jakati,3
46,2010-04-12,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",0,1,0,0,0.0,c LRPL Taylor b DW Steyn,3
51,2010-04-16,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,43,31,3,3,138.71,c KC Sangakkara b PP Chawla,3
55,2010-04-18,Delhi Daredevils,Feroz Shah Kotla,5,6,1,0,83.33,b UT Yadav,3
58,2010-04-22,Chennai Super Kings,Dr DY Patil Sports Academy,4,4,1,0,100.0,c SK Raina b DE Bollinger,3
