innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Pune Warriors,AB Dinda,3.0,0,21,0,7.0,7,0,0
1,Pune Warriors,AD Mathews,4.0,0,27,0,6.75,7,0,0
1,Pune Warriors,B Kumar,4.0,0,41,1,10.25,9,1,1
1,Pune Warriors,MR Marsh,1.0,0,10,0,10.0,1,0,0
1,Pune Warriors,R Sharma,4.0,0,16,2,4.0,10,0,0
1,Pune Warriors,Yuvraj Singh,4.0,0,27,2,6.75,7,1,0
2,Rajasthan Royals,Harmeet Singh,4.0,0,34,1,8.5,12,1,0
2,Rajasthan Royals,JP Faulkner,4.0,0,17,2,4.25,13,1,0
2,Rajasthan Royals,KK Cooper,4.0,0,26,0,6.5,8,0,0
2,Rajasthan Royals,S Sreesanth,2.4,0,38,0,14.25,7,0,1
2,Rajasthan Royals,SK Trivedi,4.0,0,31,0,7.75,7,1,0
