innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,CH Gayle,36,7.3
1,Royal Challengers Bangalore,2,V Kohli,99,13.6
1,Royal Challengers Bangalore,3,SS Tiwary,119,16.1
2,Pune Warriors,1,AJ Finch,20,3.5
2,Pune Warriors,2,TL Suman,46,7.6
2,Pune Warriors,3,Yuvraj Singh,77,11.1
2,Pune Warriors,4,SPD Smith,81,11.5
2,Pune Warriors,5,AD Mathews,144,17.2
2,Pune Warriors,6,AM Nayar,153,18.2
2,Pune Warriors,7,RV Uthappa,159,18.5
2,Pune Warriors,8,B Kumar,162,19.4
2,Pune Warriors,9,BAW Mendis,165,20.2
