match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2018-04-08,Delhi Daredevils,Punjab Cricket Association IS Bindra Stadium,4.0,0,28,2,7.0,9,1,0
8,2018-04-13,Royal Challengers Bangalore,M.Chinnaswamy Stadium,4.0,0,29,1,7.25,10,0,0
12,2018-04-15,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,3.0,0,18,0,6.0,5,0,0
16,2018-04-19,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,4.0,0,27,0,6.75,5,1,0
18,2018-04-21,Kolkata Knight Riders,Eden Gardens,4.0,0,32,1,8.0,9,1,0
22,2018-04-23,Delhi Daredevils,Arun Jaitley Stadium,4.0,0,25,2,6.25,12,0,0
25,2018-04-26,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,4.0,0,17,1,4.25,11,1,0
34,2018-05-04,Mumbai Indians,Holkar Cricket Stadium,4.0,0,37,2,9.25,11,1,0
38,2018-05-06,Rajasthan Royals,Holkar Cricket Stadium,4.0,0,27,3,6.75,7,1,0
40,2018-05-08,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,21,2,5.25,7,0,0
44,2018-05-12,Kolkata Knight Riders,Holkar Cricket Stadium,2.2,0,28,0,12.0,4,0,0
