match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
2,Kolkata Knight Riders,P Simran Singh,23,12,2,2,191.67,c Rahmanullah Gurbaz b TG Southee
2,Kolkata Knight Riders,S Dhawan,40,29,6,0,137.93,b CV Varun
2,Kolkata Knight Riders,PBB Rajapaksa,50,32,5,2,156.25,c RK Singh b UT Yadav
2,Kolkata Knight Riders,JM Sharma,21,11,1,2,190.91,c UT Yadav b TG Southee
2,Kolkata Knight Riders,Sikandar Raza,16,13,1,1,123.08,c N Rana b SP Narine
2,Kolkata Knight Riders,SM Curran,26,17,0,2,152.94,not out
2,Kolkata Knight Riders,M Shahrukh Khan,11,7,2,0,157.14,not out
8,Rajasthan Royals,P Simran Singh,60,34,7,3,176.47,c JC Buttler b JO Holder
8,Rajasthan Royals,S Dhawan,86,56,9,3,153.57,not out
8,Rajasthan Royals,PBB Rajapaksa,1,1,0,0,100.0,retired hurt
8,Rajasthan Royals,JM Sharma,27,16,2,1,168.75,c R Parag b YS Chahal
8,Rajasthan Royals,Sikandar Raza,1,2,0,0,50.0,b R Ashwin
8,Rajasthan Royals,M Shahrukh Khan,11,10,1,0,110.0,c JC Buttler b JO Holder
8,Rajasthan Royals,SM Curran,1,2,0,0,50.0,not out
14,Sunrisers Hyderabad,P Simran Singh,0,1,0,0,0.0,lbw b B Kumar
14,Sunrisers Hyderabad,S Dhawan,99,66,12,5,150.0,not out
14,Sunrisers Hyderabad,MW Short,1,3,0,0,33.33,lbw b M Jansen
14,Sunrisers Hyderabad,JM Sharma,4,9,1,0,44.44,c AK Markram b M Jansen
14,Sunrisers Hyderabad,SM Curran,22,15,3,1,146.67,c B Kumar b M Markande
14,Sunrisers Hyderabad,Sikandar Raza,5,6,0,0,83.33,c MA Agarwal b Umran Malik
14,Sunrisers Hyderabad,M Shahrukh Khan,4,3,1,0,133.33,lbw b M Markande
14,Sunrisers Hyderabad,Harpreet Brar,1,2,0,0,50.0,b Umran Malik
14,Sunrisers Hyderabad,RD Chahar,0,8,0,0,0.0,lbw b M Markande
14,Sunrisers Hyderabad,NT Ellis,0,5,0,0,0.0,b M Markande
14,Sunrisers Hyderabad,Mohit Rathee,1,2,0,0,50.0,not out
18,Gujarat Titans,P Simran Singh,0,2,0,0,0.0,c Rashid Khan b Mohammed Shami
18,Gujarat Titans,S Dhawan,8,8,2,0,100.0,c AS Joseph b J Little
18,Gujarat Titans,MW Short,36,24,6,1,150.0,b Rashid Khan
18,Gujarat Titans,PBB Rajapaksa,20,26,1,0,76.92,c Shubman Gill b AS Joseph
18,Gujarat Titans,JM Sharma,25,23,5,0,108.7,c WP Saha b MM Sharma
18,Gujarat Titans,SM Curran,22,22,1,1,100.0,c Shubman Gill b MM Sharma
18,Gujarat Titans,M Shahrukh Khan,22,9,1,2,244.44,"run out (WP Saha, DA Miller)"
