innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Sunrisers Hyderabad,death,41,6,30,8.2,5,13
1,Sunrisers Hyderabad,middle,102,0,54,11.33,10,10
1,Sunrisers Hyderabad,powerplay,58,0,36,9.67,9,15
2,Kings XI Punjab,death,27,7,36,4.5,3,21
2,Kings XI Punjab,middle,68,1,35,11.66,9,10
2,Kings XI Punjab,powerplay,37,2,30,7.4,4,11
