match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2010-03-12,Kolkata Knight Riders,Dr DY Patil Sports Academy,5,9,0,0,55.56,c SC Ganguly b I Sharma,4
5,2010-03-14,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",50,43,3,3,116.28,run out (ML Hayden),4
12,2010-03-19,Kings XI Punjab,Barabati Stadium,53,38,3,3,139.47,c Bipul Sharma b Yuvraj Singh,4
15,2010-03-21,Delhi Daredevils,Barabati Stadium,35,24,3,2,145.83,c AB de Villiers b MC Henriques,4
22,2010-03-26,Rajasthan Royals,"Sardar Patel Stadium, Motera",22,14,3,0,157.14,"run out (AA Jhunjhunwala, SK Warne)",4
25,2010-03-28,Mumbai Indians,Dr DY Patil Sports Academy,1,6,0,0,16.67,c DJ Bravo b SL Malinga,4
30,2010-04-01,Kolkata Knight Riders,Eden Gardens,45,37,5,0,121.62,c M Kartik b CH Gayle,4
33,2010-04-03,Mumbai Indians,Brabourne Stadium,21,18,2,0,116.67,b R McLaren,4
36,2010-04-05,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",15,20,2,0,75.0,c FY Fazal b SK Trivedi,4
40,2010-04-08,Royal Challengers Bangalore,M Chinnaswamy Stadium,53,24,5,3,220.83,not out,5
42,2010-04-10,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",27,22,1,2,122.73,not out,5
46,2010-04-12,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",19,20,2,0,95.0,st RV Uthappa b A Kumble,6
51,2010-04-16,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,4,6,0,0,66.67,b J Theron,5
55,2010-04-18,Delhi Daredevils,Feroz Shah Kotla,54,30,3,5,180.0,c M Manhas b A Mishra,5
58,2010-04-22,Chennai Super Kings,Dr DY Patil Sports Academy,23,22,3,0,104.55,c M Vijay b R Ashwin,5
59,2010-04-24,Royal Challengers Bangalore,Dr DY Patil Sports Academy,2,8,0,0,25.0,c RV Uthappa b DW Steyn,5
