match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2010-03-12,Kolkata Knight Riders,Dr DY Patil Sports Academy,4.0,0,26,0,6.5,6,2,0
5,2010-03-14,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",3.0,0,29,2,9.67,4,0,0
12,2010-03-19,Kings XI Punjab,Barabati Stadium,4.0,0,22,1,5.5,9,0,0
15,2010-03-21,Delhi Daredevils,Barabati Stadium,4.0,0,21,3,5.25,9,1,0
22,2010-03-26,Rajasthan Royals,"Sardar Patel Stadium, Motera",2.0,0,9,0,4.5,7,0,0
25,2010-03-28,Mumbai Indians,Dr DY Patil Sports Academy,4.0,0,40,0,10.0,6,1,0
30,2010-04-01,Kolkata Knight Riders,Eden Gardens,4.0,0,26,2,6.5,11,0,0
33,2010-04-03,Mumbai Indians,Brabourne Stadium,4.0,0,32,0,8.0,5,1,0
36,2010-04-05,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",2.0,0,18,0,9.0,3,0,0
40,2010-04-08,Royal Challengers Bangalore,M Chinnaswamy Stadium,3.0,0,34,1,11.33,5,1,0
42,2010-04-10,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",4.0,0,23,1,5.75,9,0,0
46,2010-04-12,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",4.0,0,33,1,8.25,5,0,0
51,2010-04-16,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,2.0,0,16,0,8.0,5,0,0
55,2010-04-18,Delhi Daredevils,Feroz Shah Kotla,2.0,0,8,0,4.0,5,0,0
58,2010-04-22,Chennai Super Kings,Dr DY Patil Sports Academy,4.0,0,18,1,4.5,10,1,0
59,2010-04-24,Royal Challengers Bangalore,Dr DY Patil Sports Academy,3.0,0,17,0,5.67,7,0,0
