match_number,date,opponent,venue,result,margin
2,2009-04-18,Royal Challengers Bangalore,Newlands,lost,by 75 runs
10,2009-04-23,Kolkata Knight Riders,Newlands,no result,
15,2009-04-26,Kings XI Punjab,Newlands,lost,by 27 runs
18,2009-04-28,Delhi Daredevils,SuperSport Park,won,by 5 wickets
22,2009-04-30,Chennai Super Kings,SuperSport Park,lost,by 38 runs
25,2009-05-02,Deccan Chargers,St George's Park,won,by 3 wickets
30,2009-05-05,Kings XI Punjab,Kingsmead,won,by 78 runs
33,2009-05-07,Royal Challengers Bangalore,SuperSport Park,won,by 7 wickets
37,2009-05-09,Chennai Super Kings,De Beers Diamond Oval,lost,by 7 wickets
40,2009-05-11,Deccan Chargers,De Beers Diamond Oval,lost,by 53 runs
45,2009-05-14,Mumbai Indians,Kingsmead,won,by 2 runs
50,2009-05-17,Delhi Daredevils,OUTsurance Oval,lost,by 14 runs
53,2009-05-20,Kolkata Knight Riders,Kingsmead,lost,by 4 wickets
