innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,13,3,Delhi Capitals,MK Lomror,MR Marsh,KN Ananthapadmanabhan,wicket,upheld,False
2,3,2,Delhi Capitals,YV Dhull,Mohammed Siraj,MV Saidharshan Kumar,wicket,struck down,False
2,14,6,Royal Challengers Bangalore,MK Pandey,PWH de Silva,KN Ananthapadmanabhan,wicket,upheld,False
