innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,CH Gayle,19,4.5
1,Royal Challengers Bangalore,2,V Kohli,248,20.5
1,Royal Challengers Bangalore,3,SR Watson,248,20.6
2,Gujarat Lions,1,DR Smith,9,2.5
2,Gujarat Lions,2,BB McCullum,37,5.6
2,Gujarat Lions,3,KD Karthik,44,7.5
2,Gujarat Lions,4,RA Jadeja,44,7.6
2,Gujarat Lions,5,DJ Bravo,47,8.5
2,Gujarat Lions,6,AD Nath,68,12.2
2,Gujarat Lions,7,P Kumar,69,13.1
2,Gujarat Lions,8,DS Kulkarni,74,13.5
2,Gujarat Lions,9,AJ Finch,104,19.3
2,Gujarat Lions,10,S Kaushik,104,19.4
