innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,Q de Kock,6,1.4
1,Lucknow Super Giants,2,D Padikkal,18,3.2
1,Lucknow Super Giants,3,KL Rahul,91,13.4
1,Lucknow Super Giants,4,MP Stoinis,112,15.5
1,Lucknow Super Giants,5,A Badoni,143,19.1
2,Gujarat Titans,1,Shubman Gill,54,6.6
2,Gujarat Titans,2,KS Williamson,56,8.2
2,Gujarat Titans,3,B Sai Sudharsan,58,9.1
2,Gujarat Titans,4,BR Sharath,61,9.5
2,Gujarat Titans,5,DG Nalkande,80,13.1
2,Gujarat Titans,6,V Shankar,93,15.2
2,Gujarat Titans,7,Rashid Khan,93,15.5
2,Gujarat Titans,8,UT Yadav,102,16.6
2,Gujarat Titans,9,R Tewatia,126,19.3
2,Gujarat Titans,10,Noor Ahmad,130,19.5
