innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Lucknow Super Giants,Q de Kock,6,4,0,1,150.0,c Noor Ahmad b UT Yadav,1
1,Lucknow Super Giants,KL Rahul,33,31,3,0,106.45,c R Tewatia b DG Nalkande,2
1,Lucknow Super Giants,D Padikkal,7,7,1,0,100.0,c V Shankar b UT Yadav,3
1,Lucknow Super Giants,MP Stoinis,58,43,4,2,134.88,c BR Sharath b DG Nalkande,4
1,Lucknow Super Giants,N Pooran,32,22,0,3,145.45,not out,5
1,Lucknow Super Giants,A Badoni,20,11,3,0,181.82,c UT Yadav b Rashid Khan,6
1,Lucknow Super Giants,KH Pandya,2,2,0,0,100.0,not out,7
2,Gujarat Titans,B Sai Sudharsan,31,23,4,0,134.78,c Ravi Bishnoi b KH Pandya,1
2,Gujarat Titans,Shubman Gill,19,21,2,0,90.48,b Yash Thakur,2
2,Gujarat Titans,KS Williamson,1,5,0,0,20.0,c & b Ravi Bishnoi,3
2,Gujarat Titans,BR Sharath,2,5,0,0,40.0,c A Badoni b KH Pandya,4
2,Gujarat Titans,V Shankar,17,17,0,1,100.0,c KL Rahul b Yash Thakur,5
2,Gujarat Titans,DG Nalkande,12,11,0,1,109.09,c Yash Thakur b KH Pandya,6
2,Gujarat Titans,R Tewatia,30,25,2,2,120.0,c N Pooran b Yash Thakur,7
2,Gujarat Titans,Rashid Khan,0,3,0,0,0.0,c DJ Hooda b Yash Thakur,8
2,Gujarat Titans,UT Yadav,2,4,0,0,50.0,c Q de Kock b Naveen-ul-Haq,9
2,Gujarat Titans,SH Johnson,0,1,0,0,0.0,not out,10
2,Gujarat Titans,Noor Ahmad,4,2,1,0,200.0,c Q de Kock b Yash Thakur,11
